Id;Name;JapName;Shirt;ShirtNational;Country;Height;Weight;Age
128372;Zou Dehai;ゾウ デハイ;ZOU D.H.;ZOU D.H.;7;187;73;30
128374;V. Prado;ビセンテ プラド;PRADO;PRADO;148;175;72;24
128375;C. Terán;カルロス テラン;TERAN;TERAN;148;188;84;23
128376;I. Atiemwen;イヤイ アティムウェン;ATIEMWEN;ATIEMWEN;80;180;70;27
128379;Eliandro;エリアンドロ;ELIANDRO;ELIANDRO;146;176;78;33
128380;Dai Wai-Tsun;ダイ ウェイジュン;DAI W.J.;DAI W.J.;7;177;75;24
128383;J. Portilla;フアン ポルティージャ;PORTILLA;PORTILLA;148;183;75;25
128384;C. Olses;カルロス オルセス;OLSES;OLSES;153;193;78;23
128385;S. Kalaj;セルジオ カライ;KALAJ;KALAJ;191;193;78;22
128386;S. Trimboli;シモーネ トリンボーリ;TRIMBOLI;TRIMBOLI;215;176;76;21
128388;L. Millar;リアム ミラー;MILLAR;MILLAR;110;181;74;24
128389;D. Johnson;ダーネル ジョンソン;JOHNSON;JOHNSON;204;186;83;25
128390;Y. Shafinskiy;ユリー シャフィンスキー;SHAFINSKY;SHAFINSKY;230;191;81;29
128391;G. Ávila;ガストン アビラ;ÁVILA;ÁVILA;144;182;80;22
128392;J. Hass;ホアキン アス;HASS;HASS;144;186;88;25
128393;Z. Görgen;ザフェル ギョルゲン;GÖRGEN;GÖRGEN;190;188;78;23
128395;M. Janković;マルコ ヤンコヴィッチ;JANKOVIĆ;JANKOVIĆ;304;172;67;28
128401;Y. Congo;ジミー コンゴ;CONGO;CONGO;148;176;74;25
128403;F. Mercado;フェイベル メルカド;MERCADO;MERCADO;148;174;74;33
128404;S. Rodríguez;ジョハン ロドリゲス;RODRIGUEZ;RODRIGUEZ;148;175;72;23
128406;J. Soto;ホルヘ ソト;SOTO;SOTO;148;187;82;30
128407;J. Palacios;ジョン パラシオス;PALACIOS;PALACIOS;148;188;83;24
128412;J. Rivas;ジェフェルソン リバス;RIVAS;RIVAS;148;185;75;26
128414;A. Murillo;アンドレス ムリージョ;MURILLO;MURILLO;148;184;75;27
128417;C. Rodríguez;クリスティアン ロドリゲス;CRISTIAN;CRISTIAN;236;175;70;27
128421;Lucas Barros;ルーカス バホス;LUCAS BARROS;LUCAS BARROS;146;180;66;24
128422;Tiago Reis;チアゴ ヘイス;TIAGO REIS;TIAGO REIS;146;184;75;24
128424;C. Borja;クリスティアン ボルハ;BORJA;BORJA;148;180;72;30
128425;E. Tapsoba;エドモン タプソバ;TAPSOBA;TAPSOBA;48;194;85;24
128426;J. Benson;ジョシュ ベンソン;BENSON;BENSON;204;175;74;24
128427;Moreto Cassamá;モレト カッサマー;MORETO;MORETO;66;165;63;25
128428;G. Oakley;ジョージ オークリー;OAKLEY;OAKLEY;204;187;86;28
128429;H. Erçelik;ハカン エルチェリク;ERÇELIK;ERÇELIK;190;175;68;23
128430;W. López;ウィルソン ロペス;LÓPEZ;LÓPEZ;148;180;74;26
128431;S. Rodríguez;スティーヴン ロドリゲス;RODRÍGUEZ;RODRÍGUEZ;148;177;72;25
128432;K. Klimov;キリル クリモフ;KLIMOV;KLIMOV;230;191;79;22
128433;I. Zlobin;イヴァン ズロビン;ZLOBIN;ZLOBIN;230;191;84;26
128434;Ferro;フェロ;FERRO;FERRO;228;191;78;26
128435;Jota;ジョタ;JOTA;JOTA;228;175;60;24
128436;A. Famewo;アキン ファメウォ;FAMEWO;FAMEWO;204;188;75;25
128438;M. Dembélé;マハマドゥ デンベレ;DEMBÉLÉ;DEMBÉLÉ;208;186;78;24
128439;A. Zeka;アギム ゼカ;ZEKA;ZEKA;191;192;78;25
128440;V. Bondarenko;ヴァレリー ボンダレンコ;BONDARENKO;BONDARENKO;239;194;88;29
128441;M. Solomon;マノル ソロモン;SOLOMON;SOLOMON;189;170;65;24
128442;D. Sikan;ダニーロ シカン;SIKAN;SIKAN;239;187;71;22
128443;L. Ferraz;ルーカス フェラス ビラ;FERRAZ VILA;FERRAZ VILA;144;169;69;25
128444;A. Gorodovoy;アレクセイ ゴロドヴォイ;GORODOVOY;GORODOVOY;230;192;82;30
128445;R. Akbashev;ロマン アクバシェフ;AKBASHEV;AKBASHEV;230;177;68;32
128446;B. Kouyaté;ブバカル クヤテ;KOUYATE;KOUYATE;73;192;78;26
128447;Euclides Cabral;エウクリデス カブラウ;CABRAL;CABRAL;228;178;78;24
128450;S. Żurkowski;シモン ジュルコフスキ;ZURKOWSKI;ZURKOWSKI;227;185;77;26
128451;Heitor;エイトル;HEITOR;HEITOR;146;174;72;23
128454;C. Karayel;ジェブライル カライェル;KARAYEL;KARAYEL;190;176;68;29
128456;R. Mudražija;ロベルト ムドラジヤ;MUDRAŽIJA;MUDRAŽIJA;200;177;78;26
128457;A. Firth;アンディ ファース;FIRTH;FIRTH;204;184;76;27
128459;M. Polster;マット ポルスター;POLSTER;POLSTER;135;183;77;30
128461;John Hou Sæter;ヨン ホウ セテル;HOU Y.Y.;HOU Y.Y.;7;183;74;25
128462;S. García;スティワル ガルシア;GARCIA;GARCIA;148;174;66;33
128463;J. Durán;ジョン ドゥラン;DURÁN;DURÁN;148;185;73;20
128469;L. Zumberi;ラヴディム ズンベリ;ZUMBERI;ZUMBERI;238;178;70;24
128470;L. Ofori;ローレンス オフォリ;OFORI;OFORI;64;181;75;25
128471;V. Ramírez;ビセンテ ラミレス;RAMIREZ;RAMIREZ;147;169;62;23
128472;A. Rojo;アレハンドロ ロホ;ROJO;ROJO;147;183;73;23
128473;E. Valencia;エステバン バレンシア;VALENCIA;VALENCIA;147;172;72;24
128474;J. Serrano;フアン セラーノ;SERRANO;SERRANO;148;189;79;24
128475;G. Kyeremeh;ゴドソン ケレメー;KYEREMEH;KYEREMEH;208;175;60;23
128476;B. Tutu;ブリス トゥトゥ;TUTU;TUTU;208;195;82;25
128478;N. Rovella;ニコロー ロヴェッラ;ROVELLA;ROVELLA;215;179;70;22
128479;A. Schäfer;アンドラーシュ シェフェル;SCHÄFER;SCHÄFER;212;180;73;24
128480;N. Ennis;ナイアル エニス;ENNIS;ENNIS;204;178;76;23
128483;Y. Velásquez;ジルマル ベラスケス;VELÁSQUEZ;VELÁSQUEZ;148;184;83;24
128484;C. Blanco;クリスティアン ブランコ;BLANCO;BLANCO;148;175;68;24
128485;F. Charrupí;フェリクス チャルピー;CHARRUPÍ;CHARRUPÍ;148;182;74;22
128486;Y. Mena;ジャイル メナ;MENA;MENA;148;176;67;23
128487;I. Samoshnikov;イリャ サモシニコフ;SAMOSHNIKOV;SAMOSHNIKOV;230;177;68;26
128488;A. Palavecino;アグスティン パラベシーノ;PALAVECINO;PALAVECINO;144;179;68;27
128490;H. Ravas;ヘンリク ラヴァス;RAVAS;RAVAS;234;195;86;26
128491;M. Soria;マティアス ソリア;SORIA;SORIA;135;182;72;22
128492;A. Pereyra;アグスティン ペレイラ;PEREYRA;PEREYRA;144;180;76;25
128493;F. Rodríguez;ファクンド ロドリゲス;RODRIGUEZ;RODRIGUEZ;144;187;80;23
128494;D. Molina;ダニエル モリーナ;MOLINA;MOLINA;144;178;64;24
128495;J. García;フリアン ガルシア;GARCIA;GARCIA;144;166;60;24
128499;W. Asprilla;ウェイブマル アスプリージャ;ASPRILLA;ASPRILLA;148;186;80;24
128501;Y. Díaz;ジェシ ディアス;Y. DÍAZ;Y. DÍAZ;148;178;70;26
128504;F. Lozano;フランク ロサーノ;LOZANO;LOZANO;148;175;69;30
128505;J. Boller;;BOLLER;;210;185;74;23
128507;P. Wade;ポール ヴァド;WADE;WADE;208;179;67;23
128508;Z. Bassong;ゾルハン バソング;BASSONG;BASSONG;110;179;76;24
128513;Florentino;フロレンティーノ ルイス;FLORENTINO;FLORENTINO;228;184;74;24
128514;D. Ioannidis;ディミトリオス ヨアニディス;IOANNIDIS;IOANNIDIS;211;180;78;23
128515;N. Mirković;ニコラ ミルコヴィッチ;MIRKOVIC;MIRKOVIC;303;192;83;32
128518;F. Fragueda;フランコ フラゲダ;FRAGUEDA;FRAGUEDA;144;190;78;23
128521;C. Villalba;カルロス ビジャルバ;VILLALBA;VILLALBA;144;175;62;25
128522;L. Stergiou;レオニダス シュテアギウ;STERGIOU;STERGIOU;238;181;70;21
128523;F. Mambimbi;フェリックス マンビンビ;MAMBIMBI;MAMBIMBI;238;171;65;22
128524;G. Antzoulas;ヨルゴス アンツラス;ANTZOULAS;ANTZOULAS;211;183;74;23
128526;D. Caro;ダイラン カロ;CARO;CARO;151;169;68;24
128527;K. Moradaoğlu;カーン モラダオール;MORADAOĞLU;MORADAOĞLU;190;193;77;20
128528;O. Antman;オリヴェル アントマン;ANTMAN;ANTMAN;207;185;77;22
128530;M. James;マンジュレイカー ジェームズ;JAMES;JAMES;110;191;81;30
128538;M. Azadzoy;ムスタファ アザゾイ;MUSTAFA AZADZOY;MUSTAFA AZADZOY;1;182;69;31
128542;C. Zavala;クリスティアン サバラ;ZAVALA;ZAVALA;147;170;72;24
128548;M. Flores;マイコル フローレス;FLORES;FLORES;147;172;67;28
128550;D. Retamal;ダニエル レタマル;RETAMAL;RETAMAL;147;178;68;28
128552;A. Tapia;アンドレス タピア;TAPIA;TAPIA;147;173;70;25
128554;M. Duarte;エディソン ドゥアルテ;DUARTE;DUARTE;148;167;71;31
128556;J. Solano;ジェフェルソン ソラーノ;SOLANO;SOLANO;148;175;72;27
128558;L. Miranda;ルイス ミランダ;MIRANDA;MIRANDA;148;180;72;26
128560;J. Castro;ハメス カストロ;CASTRO;CASTRO;148;175;75;39
128561;D. Carrillo;ドゥバン カリージョ;CARRILLO;CARRILLO;148;185;72;25
128562;D. Carrero;ダルウィン カレーロ;CARRERO;CARRERO;148;185;82;30
128563;J. Chaverra;フアン チャベーラ;CHAVERRA;CHAVERRA;148;185;75;31
128564;H. Mancilla;ハリンソン マンシージャ;MANCILLA;MANCILLA;148;174;80;32
128566;R. Lora;ロナルド ロラ;LORA;LORA;148;181;72;26
128569;C. Subero;クリスティアン スベロ;SUBERO;SUBERO;148;170;68;32
128570;G. Sánchez;グスタボ サンチェス;G. SÁNCHEZ;G. SÁNCHEZ;148;187;81;27
128571;R. Márquez;リカルド マルケス;MÁRQUEZ;MÁRQUEZ;148;187;72;26
128572;J. Pereira;フアン ペレイラ;PEREIRA;PEREIRA;148;182;75;30
128573;R. Blanco;ルジェリ ブランコ;BLANCO;BLANCO;148;180;74;25
128578;F. Cantillo;ファビアン カンティージョ;CANTILLO;CANTILLO;148;184;74;26
128579;J. Scott;ジャイル スコット;SCOTT;SCOTT;148;175;72;28
128581;D. Rentería;ディクソン レンテリーア;RENTERÍA;RENTERÍA;148;180;75;28
128582;D. Vega;ダイベル ベガ;VEGA;VEGA;148;174;74;27
128584;D. Ruiz;ディエゴ ルイス;D. RUÍZ;D. RUÍZ;148;184;80;26
128585;H. Luna;エルナン ルナ;LUNA;LUNA;148;175;72;24
128590;D. McDaid;デクラン マクダイド;MCDAID;MCDAID;232;175;72;27
128594;L. Shankland;ローレンス シャンクランド;SHANKLAND;SHANKLAND;232;185;80;28
128595;M. Rose;マイケル ローズ;ROSE;ROSE;232;188;70;28
128599;L. McCowan;ルーク マコワン;MCCOWAN;MCCOWAN;232;177;72;26
128601;R. Crawford;ロビー クロフォード;CRAWFORD;CRAWFORD;232;174;68;29
128602;A. Forrest;アラン フォレスト;FORREST;FORREST;232;175;70;27
128603;A. Antunes;アレクシス アントゥネス;ANTUNES;ANTUNES;238;181;71;23
128604;B. Souare;ババ スアレ;SOUARE;SOUARE;238;193;85;24
128608;A. Sauthier;アントニ ソティエ;SAUTHIER;SAUTHIER;238;185;75;32
128609;J. Castanheira;ジョアン カスタニェイラ;CASTANHEIRA;CASTANHEIRA;238;180;70;25
128610;R. Busset;ロバン ブセ;BUSSET;BUSSET;238;185;72;23
128611;B. Céspedes;ボリス セスペデス;CESPEDES;CESPEDES;145;181;72;28
128612;K. Imeri;カストリオット イメリ;IMERI;IMERI;238;178;73;23
128613;N. Vouilloz;ニコラ ヴヨーズ;VOUILLOZ;VOUILLOZ;238;184;80;22
128617;A. Lejoly;アントワーヌ ルジョリ;LEJOLY;LEJOLY;197;188;76;25
128620;A. Mboko;エルトン エンボコ;MBOKO;MBOKO;197;187;78;26
128621;E. Placca Fessou;ウロジュ プラカ フェス;PLACCA FESSOU;PLACCA FESSOU;91;187;79;29
128622;P. Bourdin;ピエール ブルダン;BOURDIN;BOURDIN;208;186;84;29
128624;J. Van den Bergh;ヤン ファン デン ベルフ;VAN DEN BERGH;VAN DEN BERGH;197;189;78;29
128625;M. Noubissi;マリウス ヌビシ;NOUBISSI;NOUBISSI;50;180;77;27
128626;D. Montiel;ディエゴ モンティエル;MONTIEL;MONTIEL;237;183;76;28
128627;T. Pietermaat;トム ピーテルマート;PIETERMAAT;PIETERMAAT;197;174;68;31
128629;J. Dom;ヨレン ドム;DOM;DOM;197;173;72;34
128632;M. Cavar;マリン カヴァル;CAVAR;CAVAR;238;192;88;24
128633;O. Doumbia;ウスマヌ ドゥンビア;DOUMBIA;DOUMBIA;56;175;68;31
128634;G. Lekaj;グラニット レカイ;LEKAJ;LEKAJ;238;187;85;33
128647;E. Agyiri;;AGYIRI;AGYIRI;64;176;69;25
128667;P. Cárdenas;パブロ カルデナス;CARDENAS;CARDENAS;147;177;68;23
128668;M. Filla;マルセロ フィジャ;FILLA;FILLA;147;176;64;25
128674;D. Céspedes;ディエゴ セスペデス;CESPEDES;CESPEDES;147;181;68;25
128676;L. Portilla;ルーカス ポルティージャ;PORTILLA;PORTILLA;147;174;65;24
128678;C. Mesías;クリストフェル メシアス;MESIAS;MESIAS;147;179;72;25
128679;G. Bosiers;ガエタン ボジエ;ALEXANDER;ALEXANDER;197;175;68;24
128680;A. Valkenaers;アルノ ファルケナース;VALKENAERS;VALKENAERS;197;186;75;23
128681;S. Bouzian;ソフィアヌ ブジアン;BOUZIAN;BOUZIAN;197;184;79;23
128684;W. Togui;ウィリアム トギ;TOGUI;TOGUI;56;181;81;27
128685;A. Van Hoorenbeeck;アレク ファン ホーレンベーク;VAN HOORENBEECK;VAN HOORENBEECK;197;187;77;25
128688;R. Maciver;ロス マカイヴァー;MACIVER;MACIVER;232;185;78;24
128691;H. Paton;ハリー パトン;PATON;PATON;110;175;70;25
128692;T. Grivosti;トム グリヴォスティ;GRIVOSTI;GRIVOSTI;204;185;78;24
128694;J. Ramsey;ジェイコブ ラムジー;J.RAMSEY;RAMSEY;204;180;67;22
128695;T. Vergara;トマス ベルガラ;VERGARA;VERGARA;147;182;70;21
128696;J. Catejo;ホルヘ カテホ;CATEJO;CATEJO;147;180;70;23
128705;M. Ono;小野 雅史;ONO;ONO;13;172;69;27
128706;H. Kida;喜田 陽;KIDA;KIDA;13;171;59;23
128707;K. Dohi;土肥 航大;DOHI;DOHI;13;180;67;22
128711;Y. Yamada;山田 雄士;YAMADA;YAMADA;13;169;63;23
128713;F. Hayakawa;早川 史哉;FUMIYA;FUMIYA;13;170;70;29
128714;H. Akiyama;秋山 裕紀;HIROKI;HIROKI;13;176;70;23
128719;E. Cardozo;エベリオ カルドーソ;CARDOZO;CARDOZO;144;167;59;22
128720;K. Kvaratskhelia;クヴィチャ クヴァラツェリア;KVARATSKHELIA;KVARATSKHELIA;209;183;70;22
128721;Z. Koné;ズマナ コネ;Z.KONE;Z.KONE;56;182;78;32
128722;T. Schirò;トーマス スキロー;SCHIRO;SCHIRO;215;183;73;23
128725;J. Vargas;ヘスス バルガス;VARGAS;VARGAS;153;168;68;24
128726;J. Carcela-Gonzalez;ヨアヒム カルセラ ゴンサレス;GONZALEZ;GONZALEZ;197;177;72;24
128727;Tiago Castro;ティアゴ カストロ;TIAGO CASTRO;TIAGO CASTRO;228;173;62;27
128730;L. Díaz;レアンドロ ディアス;DÍAZ;DÍAZ;147;173;68;24
128731;Y. Asano;浅野 雄也;ASANO;ASANO;13;173;70;26
128732;Y. Hiratsuka;平塚 悠知;HIRATSUKA;HIRATSUKA;13;175;63;27
128740;L. Østigård;レオ エスティゴーア;ØSTIGÅRD;ØSTIGÅRD;226;182;80;24
128741;K. N'Dri;コナン ヌドリ;N'DRI;N'DRI;56;174;73;23
128742;S. Keita;シビリ ケイタ;KEITA;KEITA;73;173;70;22
128743;C. Pizarro;クリスティアン ピサーロ;PIZARRO;PIZARRO;147;168;64;31
128744;C. Rodríguez;カルロス ロドリゲス;RODRÍGUEZ;RODRÍGUEZ;148;177;70;28
128746;K. Ueebisu;上夷 克典;UEEBISU;UEEBISU;13;182;72;27
128750;K. Nakayama;中山 克広;NAKAYAMA;NAKAYAMA;13;180;70;27
128756;S. Moreno;サンティアゴ モレノ;MORENO;MORENO;148;178;73;23
128757;Álex Sola;アレックス ソラ;SOLA;SOLA;236;178;75;24
128758;J. Homawoo;ジョスエ オマウー;HOMAWOO;HOMAWOO;91;190;84;26
128759;Ibrahima;イブラヒマ カマラ;IBRAHIMA;IBRAHIMA;65;190;78;24
128762;T. Ahumada;トマス アウマーダ;AHUMADA;AHUMADA;147;181;74;22
128763;C. Muñoz;クリストーバル ムニョス;MUNOZ;MUNOZ;147;184;75;24
128764;C. Rozas;カミロ ロサス;ROZAS;ROZAS;147;184;80;22
128765;J. Fierro;フリオ フィエロ;FIERRO;FIERRO;147;183;87;21
128766;A. Ortiz;アグスティン オルティス;ORTIZ;ORTIZ;147;182;77;24
128767;M. Maureira;マウロ マウレイラ;MAUREIRA;MAUREIRA;147;170;69;22
128768;J. Silva;ジェレミー シルバ;SILVA;SILVA;147;172;66;22
128770;T. Sakamoto;坂元 達裕;SAKAMOTO;SAKAMOTO;13;170;63;27
128774;K. Sano;佐野 海舟;KAISHU;KAISHU;13;176;67;23
128775;Y. Egawa;江川 湧清;EGAWA;EGAWA;13;175;67;23
128777;C. Laptrakul;チャキット ラプトラクル;CHAKKIT.L;CHAKKIT.L;36;180;75;29
128778;T. Suzuki;鈴木 徳真;TOKUMA;TOKUMA;13;168;64;26
128780;K. Moreno;クリベル モレノ;MORENO;MORENO;148;185;83;23
128782;J. Garcia;フアン ガルシア;GARCIA;GARCIA;148;185;79;26
128783;J. Rengifo;ホルヘ レンヒフォ;RENGIFO;RENGIFO;148;173;58;26
128784;Y. Mena;;MENA;MENA;148;183;78;27
128785;A. Deuro;アルドム デュロ;DEURO;DEURO;73;178;70;23
128788;A. Trubin;アナトリー トルビン;TRUBIN;TRUBIN;239;199;86;22
128790;I. Sekigawa;関川 郁万;SEKIGAWA;SEKIGAWA;13;182;72;23
128791;S. Watanabe;渡邉 柊斗;WATANABE;WATANABE;13;168;60;26
128792;E. Petignat;エステバン ペティニャ;PETIGNAT;PETIGNAT;238;177;70;23
128794;L. Leroy;レオ ルロワ;LEROY;LEROY;208;186;82;23
128799;K. Finnsson;コルベイン フィンソン;FINNSSON;FINNSSON;213;181;74;24
128801;L. Singh;ルーク シン;SINGH;SINGH;133;184;72;23
128802;A. Oko-Flex;アームストロング オコフレックス;OKO-FLEX;OKO-FLEX;214;186;73;21
128805;R. Kikuchi;菊池 流帆;RYUHO;RYUHO;13;188;80;27
128808;C. Ordóñez;カルロス オルドニェス;ORDONEZ;ORDONEZ;148;186;78;21
128809;J. Zapata;フアン サパタ;ZAPATA;ZAPATA;148;179;71;23
128810;S. Betancur;セバスティアン ベタンクール;BETANCUR;BETANCUR;148;175;72;24
128812;J. Morelo;ヘスス モレロ;MORELO;MORELO;148;169;72;23
128820;Y. Koizumi;小泉 佳穂;YOSHIO;YOSHIO;13;172;63;27
128826;Markao;マルカオン;MARKAO;MARKAO;146;196;87;29
128830;N. Arai;新井 直人;NAOTO;NAOTO;13;173;73;27
128832;R. Yamamoto;山本 理仁;RIHITO;RIHITO;13;179;70;22
128834;J. Mancilla;フアン マンシージャ;MANCILLA;MANCILLA;148;171;70;25
128835;A. Adorante;アンドレア アドランテ;ADORANTE;ADORANTE;215;184;78;23
128841;A. Vombergar;アンドレス ボンベルガル;VOMBERGAR;VOMBERGAR;235;187;85;29
128842;A. Ayala;アンドレス アジャラ;AYALA;AYALA;144;169;66;23
128846;J. Barreto;ホセ バレート;BARRETO;BARRETO;144;170;71;23
128848;N. Silva;ニコラス シルバ;SILVA;SILVA;147;167;66;24
128849;K. Mier;ケビン ミエル;MIER;MIER;148;186;73;23
128850;B. Gómez;ブライアン ゴメス;GÓMEZ;GÓMEZ;148;162;57;23
128853;R. Danzaki;檀崎 竜孔;DANZAKI;DANZAKI;13;174;63;23
128855;J. Escobar;ハコボ エスコバル;ESCOBAR;ESCOBAR;148;178;75;25
128856;B. Méndez;ブルーノ メンデス;BRUNO MÉNDEZ;BRUNO MÉNDEZ;152;180;80;24
128857;Fabricio Oya;ファブリシオ オヤ;FABRICIO OYA;FABRICIO OYA;146;172;65;24
128858;N. Korkmaz;ヌレッティン コルクマズ;KORKMAZ;KORKMAZ;190;178;68;21
128860;J. Gutiérrez;ホアキン グティエレス;GUTIERREZ;GUTIERREZ;147;172;70;21
128861;Wagner Leonardo;ワギネル;WAGNER;WAGNER;146;186;77;24
128862;Luiz Fernando;ルイス フェルナンド;LUIZ;LUIZ;146;165;65;24
128863;A. Winter;アンディ ウィンター;WINTER;WINTER;232;169;62;21
128876;M. Martínez;ミゲル マルティネス;MARTINEZ;MARTINEZ;148;175;72;23
128878;J. Campaña;ジョハン カンパーニャ;CAMPANA;CAMPANA;148;170;67;21
128879;H. Vergara;ハサン ベルガラ;VERGARA;VERGARA;148;184;80;24
128880;D. Muringen;デーンニニオ ムリンゲン;MURINGEN;MURINGEN;224;184;77;24
128888;W. Pomphan;ウィーラテップ ポンパーン;WEERATHEP;WEERATHEP;36;181;72;27
128891;V. Bondar;ヴァレリー ボンダル;BONDAR;BONDAR;239;185;74;24
128892;K. Kurokawa;黒川 圭介;KUROKAWA;KUROKAWA;13;173;70;26
128894;C. Carbajal;クリスティアン カルバハル;CARBAJAL;CARBAJAL;151;180;77;24
128895;B. Villalta;エデル ビジャルタ;VILLALTA;VILLALTA;151;180;71;23
128900;A. Scheidler;オーレリアン シュナイトラー;SCHEIDLER;SCHEIDLER;208;192;90;25
128901;J. Žambůrek;ヤン ジャンブーレク;ZAMBUREK;ZAMBUREK;202;182;70;22
128946;A. Russell;アンディ ラッセル;RUSSELL;RUSSELL;8;188;80;36
128959;A. Moreno;アニバル モレノ;MORENO;MORENO;144;177;72;24
128960;A. Velasco;アラン ベラスコ;VELASCO;VELASCO;144;167;63;21
128961;B. Ovsyannikov;ボグダン オフシャンニコフ;OVSYANNIKOV;OVSYANNIKOV;230;188;82;24
128962;D. Rybchinskiy;ドミトリー リブチンスキー;RYBCHINSKY;RYBCHINSKY;230;178;64;25
128964;M. Bočić;ミロシュ ボチッチ;BOČIĆ;BOČIĆ;303;173;65;23
128973;F. Calderón;フランコ カルデロン;CALDERON;CALDERON;144;188;80;25
128975;Bryan Teixeira;ブライアン テイシェイラ;TEIXERA;TEIXERA;51;174;73;23
128976;Ruster;フステル;RUSTER;RUSTER;146;178;74;27
128979;H. Martínez;オメル マルティネス;MARTÍNEZ;MARTÍNEZ;148;185;76;26
128980;B. Leizza;ブライアン レイッサ;LEIZZA;LEIZZA;144;185;75;23
128982;F. Chaverra;フランシスコ チャベーラ;CHAVERRA;CHAVERRA;148;172;64;23
128984;Luis Henrique;ルイス エンヒキ;LUIS HENRIQUE;LUIS HENRIQUE;146;181;78;22
128985;S. Papadopoulos;シメオン パパドプロス;PAPADOPOULOS;PAPADOPOULOS;211;190;78;23
128986;W. Singo;ウィルフリード シンゴ;SINGO;SINGO;56;190;79;23
128987;Mauro Rodrigues;マウロ ロドリゲス;MAURO RODRIGUES;MAURO RODRIGUES;66;178;72;22
128988;M. Giménez;マティアス ヒメネス;GIMENEZ;GIMENEZ;144;185;72;24
128989;Reinier;ヘイニエル カルヴァーリョ;REINIER;REINIER;146;185;79;21
128990;Phelipe Megiolaro;シジネイ ゴウヴェア;PHELIPE;PHELIPE;146;185;77;24
128991;Jáderson;ジャデルソン;JÁDERSON;JÁDERSON;146;170;69;23
129002;A. Maglica;アントン マグリツァ;MAGLICA;MAGLICA;200;181;78;32
129006;R. Al Hajj;;AL HAJJ;AL HAJJ;237;180;78;22
129021;Tetê;テテ;TETÊ;TETÊ;146;175;67;23
129022;Marcos Antonio;マルコス アントニオ;M. ANTONIO;M. ANTONIO;146;166;63;23
129023;M. Centurión;マクシミリアノ セントゥリオン;CENTURION;CENTURION;144;192;90;24
129028;Vinicius Popó;ヴィニシウス ポポー;VINICIUS POPÓ;VINICIUS POPÓ;146;179;72;22
129030;M. Cornejo;ミゲル コルネホ;CORNEJO;CORNEJO;151;168;65;23
129032;M. Daly;マッティ デイリー;DALY;DALY;204;175;75;22
129033;P. Gunnarsson;パトリク グンナルソン;GUNNARSSON;GUNNARSSON;213;190;77;23
129034;A. Kamara;アルハジ カマラ;KAMARA;KAMARA;85;180;73;29
129042;R. Karjalainen;ラスムス カルヤライネン;KARJALAINEN;KARJALAINEN;207;185;79;27
129043;J. Pirinen;ユハ ピリネン;PIRINEN;PIRINEN;207;180;74;32
129044;R. Ivanov;ロベルト イヴァノフ;IVANOV;IVANOV;207;197;83;29
129045;A. Granlund;アルビン グランルンド;GRANLUND;GRANLUND;207;178;79;34
129048;N. Kvekveskiri;ニカ クヴェクヴェスキリ;KVEKVESKIRI;KVEKVESKIRI;209;186;79;31
129050;O. Kiteishvili;オタル キテイシュヴィリ;KITEISHVILI;KITEISHVILI;209;173;70;27
129051;R. Kvaskhvadze;ロイン クヴァスフヴァーゼ;KVASKHVADZE;KVASKHVADZE;209;183;78;34
129053;L. Zarandia;ルカ ザランディア;ZARANDIA;ZARANDIA;209;178;74;27
129054;L. Kupatadze;ラザレ クパターゼ;KUPATADZE;KUPATADZE;209;192;80;27
129056;L. Dvali;ラシャ ドヴァリ;DVALI;DVALI;209;191;80;28
129057;A. Mouelhi;アイメン ムエリ;MOUELHI;MOUELHI;245;189;78;37
129059;J. Chipolina;ジョセフ チポリーナ;CHIPOLINA;CHIPOLINA;245;177;72;36
129060;R. Styche;リース スタイシュ;STYCHE;STYCHE;245;185;82;34
129063;D. Coleing;デイル コリング;COLEING;COLEING;245;192;87;27
129064;A. Pons;アラン ポンス;PONS;PONS;245;180;78;28
129065;E. Barnett;エリン バーネット;BARNETT;BARNETT;245;180;78;27
129066;J. Sergeant;ジョン サージェント;SERGEANT;SERGEANT;245;180;78;28
129068;Anthony Hernandez;アントニー エルナンデス;ANTHONY;HERNANDEZ;245;182;78;28
129069;J. Coombes;ジェイミー クームス;COOMBES;COOMBES;245;180;78;27
129071;L. Walker;リアム ウォーカー;WALKER;WALKER;245;173;75;35
129072;G. Torilla;グレアム トリッラ;TORILLA;TORILLA;245;180;78;26
129073;Jc. Garcia;ジャン カルロス ガルシア;GARCIA;GARCIA;245;176;78;31
129074;E. Britto;イーサン ブリット;BRITTO;BRITTO;245;178;73;23
129075;T. De Barr;チャイ デ バー;BARR;DE BARR;245;175;72;23
129076;L. Annesley;ルーイ エンスリー;ANNESLEY;ANNESLEY;245;193;75;23
129077;E. Jolley;イーサン ジョリー;JOLLEY;JOLLEY;245;178;78;26
129078;Andrew Hernandez;アンドリュー エルナンデス;ANDREW;A. HERNANDEZ;245;174;78;24
129079;J. Mascarenhas;ジェイス マスカレニャス オリベロ;MASCARENHAS O.;MASCARENHAS O.;245;182;61;25
129081;R. Chipolina;ロイ チポリーナ;CHIPOLINA;CHIPOLINA;245;177;74;40
129082;L. Casciaro;リー カッシャーロ;CASCIARO;CASCIARO;245;178;70;42
129083;A. Skenderovic;アルディン スケンデロヴィッチ;SKENDEROVIC;SKENDEROVIC;220;185;74;26
