Id;Name;JapName;Shirt;ShirtNational;Commentary;Country;Country2;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;OffensiveAwareness;BallControl;Dribbling;TightPossession;LowPass;LoftedPass;Finishing;Heading;PlaceKicking;Curl;Speed;Acceleration;KickingPower;Jump;PhysicalContact;Balance;Stamina;DefensiveAwareness;BallWinning;Aggression;GKAwareness;GKCatching;GKClearing;GKReflexes;GKReach;WeakFootUsage;WeakFootAcc;Form;InjuryResistance;Reputation;PlayingAttitude;Trickster;MazingRun;SpeedingBullet;IncisiveRun;LongBallExpert;EarlyCross;LongRanger;ScissorsFeint;DoubleTouch;FlipFlap;MarseilleTurn;Sombrero;CrossOverTurn;CutBehindAndTurn;ScotchMove;StepOnSkillcontrol;HeadingSpecial;LongRangeDrive;Chipshotcontrol;LongRangeShot;KnuckleShot;DippingShots;RisingShots;AcrobaticFinishing;HeelTrick;FirstTimeShot;OneTouchPass;ThroughPassing;WeightedPass;PinpointCrossing;OutsideCurler;Rabona;NoLookPass;LowLoftedPass;GKLowPunt;GKHighPunt;LongThrow;GKLongThrow;PenaltySpecialist;GKPenaltySaver;Gamesmanship;ManMarking;TrackBack;Interception;AcrobaticClear;Captaincy;SuperSub;FightingSpirit;Celebration1;Celebration2;DribblingHunching;DribblingArmMove.;RunningHunching;RunningArmMovement;CornerKicks;FreeKicks;PenaltyKick;DribbleMotion;YouthClub;OwnerClub;ContractUntil;LoanUntil;MarketValue;NationalCaps;Legend;Hand;WinnerGoldenBall;EditName;EditBasics;EditPosition;EditPositions;EditAbilities;EditPlayerSkills;EditPlayingStyle;EditCOMPlayingStyles;EditMovements;Edit1;Edit2;Edit3;Edit4;Edit5;Edit6;Edit7;Value1;Value2;Value3;Value2020_1;Value2020_2;Appearance;ListBoots;ListGloves;InEditFile;OverallStats
120027;E. ATUESTA;シャビエル デ ハロ;ATUESTA;ATUESTA;-1;148;0;180;71;25;False;7;4;0;0;0;0;2;1;0;0;0;0;0;0;0;65;75;70;79;78;75;59;56;72;79;68;71;69;59;60;84;73;62;65;72;40;40;40;40;40;2;2;5;1;4;2;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;22;0;1;6;1;7;10;15;5;2;2210;0;30.6.2025. 0:00:00;1.1.0001. 0:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;73
120032;L. CASTRO;レオナルド カストロ;L. CASTRO;L. CASTRO;-1;148;0;174;78;30;False;1;12;0;0;0;0;0;0;1;1;1;0;1;1;2;75;72;72;71;68;66;77;74;60;66;82;81;76;79;71;73;77;51;54;71;40;40;40;40;40;1;1;7;1;4;1;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;110;0;3;7;1;7;1;1;1;1;5370;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;10000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1354;0;False;74
120033;Y. MORENO;ジャイロ モレノ;Y. MORENO;Y. MORENO;-1;148;0;176;70;27;True;11;6;0;0;2;0;0;2;2;0;1;1;0;0;0;71;74;80;77;75;76;73;68;74;75;82;80;76;70;71;81;76;56;59;65;40;40;40;40;40;1;1;5;1;5;2;False;True;True;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;116;0;1;1;1;7;1;1;1;1;2210;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;45000;16;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;76
120036;E. CÓRDOBA;エラシオ コルドバ;E. CORDOBA;E. CORDOBA;-1;148;0;175;72;29;False;11;3;0;0;1;2;0;0;0;2;0;0;0;0;0;61;63;64;64;61;66;55;65;61;63;76;77;70;65;67;73;76;63;67;70;40;40;40;40;40;1;1;5;1;3;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;2648;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;66
120037;D. CATAÑO;ダニエル カターニョ;D. CATAÑO;D. CATAÑO;-1;148;0;174;75;30;False;14;8;0;0;0;0;0;1;2;1;2;0;1;1;0;69;73;70;73;75;75;69;62;80;83;75;77;78;65;70;73;71;58;60;61;40;40;40;40;40;2;2;5;1;3;1;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;15;0;1;1;1;1;1;1;1;1;0;0;30.6.2026. 0:00:00;1.1.0001. 0:00:00;9000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2211;0;False;72
120040;YULIÁN GÓMEZ;ジュリアン ゴメス;YULIAN GÓMEZ;YULIAN GÓMEZ;-1;148;0;170;72;25;True;11;2;0;0;2;0;0;0;1;0;0;0;0;0;0;63;70;65;66;65;70;60;64;58;63;77;75;73;72;68;69;74;64;62;71;40;40;40;40;40;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;1;1;1;1;1;1;1;1;2210;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;6500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;8039;0;False;69
120041;J. PÉREZ;ジョン ペレス;J. PEREZ;J. PEREZ;-1;148;0;174;65;34;False;5;8;0;0;0;0;0;1;2;0;2;0;0;1;1;67;76;68;79;66;78;66;65;69;79;70;79;72;66;62;78;70;58;56;70;40;40;40;40;40;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;20;0;3;1;1;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;69
120042;J. AGUIRRE;ハメス アギーレ;J. AGUIRRE;J. AGUIRRE;-1;148;0;180;70;30;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;58;59;56;67;67;50;73;57;61;62;61;83;80;81;64;67;65;58;51;74;73;70;73;73;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;5;3;5;1;1;1;1;5208;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;1500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;804;False;67
120048;J. MESA;ホナサン マラッツ;MESA;MESA;-1;148;0;184;83;24;False;10;1;0;2;0;2;2;2;0;1;1;0;0;0;0;58;64;65;66;71;64;51;69;53;55;74;72;67;68;75;66;71;69;70;67;40;40;40;40;40;2;2;5;2;3;1;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;7;0;2;4;2;10;1;1;1;1;5208;0;15.6.2023. 0:00:00;1.1.0001. 0:00:00;2000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1567;0;False;64
120059;A. RODRÍGUEZ;アンジェロ ロドリゲス;A. RODRIGUEZ;A. RODRIGUEZ;-1;148;0;182;80;33;False;3;12;0;0;0;0;0;0;0;0;0;1;0;2;2;76;73;67;67;64;61;75;73;57;66;77;74;74;72;77;68;75;49;51;53;40;40;40;40;40;2;2;5;1;3;1;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;34;0;1;4;2;7;1;1;1;1;2193;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;70
120063;J. ARBOLEDA;フアン アルボレダ;J. ARBOLEDA;J. ARBOLEDA;-1;148;0;182;70;33;False;11;3;0;1;0;2;0;0;0;1;0;0;0;0;0;66;64;65;67;69;70;54;64;55;69;76;74;72;69;70;73;76;71;73;74;40;40;40;40;40;1;1;5;1;3;1;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;0;0;1;3;1;4;1;1;1;1;2193;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;70
120066;A. QUINTANA;アルダイル キンターナ;A. QUINTANA;A. QUINTANA;-1;148;0;195;87;28;True;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;58;61;61;61;66;50;79;58;49;66;68;90;76;89;64;60;67;56;47;76;76;74;77;79;1;1;5;1;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;0;0;1;8;1;8;1;1;1;1;2210;2193;31.12.2024. 0:00:00;31.12.2023. 0:00:00;4500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1266;107;False;71
120067;C. TOVAR;クリスティアン トバル;C. TOVAR;C. TOVAR;-1;148;0;185;80;24;False;10;1;0;2;0;2;0;0;0;0;0;0;0;0;0;58;67;63;71;73;71;51;72;57;61;69;67;71;74;74;67;73;71;68;73;40;40;40;40;40;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;0;0;3;8;3;3;1;1;1;1;2361;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;6500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;8039;0;False;67
120068;J. CAMPAZ;ハミントン カンパス;J. CAMPAZ;J. CAMPAZ;-1;148;0;165;69;22;True;6;8;0;0;0;0;0;1;2;2;2;1;2;1;0;70;73;71;73;73;78;71;61;80;82;86;88;74;69;65;81;82;50;59;66;40;40;40;40;40;1;1;7;1;5;1;False;True;True;False;False;False;True;False;True;True;True;False;False;True;True;True;False;False;False;True;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;4;7;4;5;1;1;1;2;2361;1250;31.12.2025. 0:00:00;31.12.2023. 0:00:00;30000;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2211;0;False;75
120069;S. MOSQUERA;セルヒオ モスケラ;S. MOSQUERA;S. MOSQUERA;-1;148;0;185;77;28;False;10;1;0;2;0;1;0;0;0;0;0;0;0;0;0;67;62;61;67;66;65;66;80;78;74;71;67;85;76;75;64;79;77;75;82;40;40;40;40;40;1;1;7;1;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;True;True;False;False;100;0;3;8;1;1;1;2;1;1;2652;0;31.12.2025. 0:00:00;1.1.0001. 0:00:00;9000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2211;0;False;75
120070;J. OBRIAN;ハデル オブリアン;OBRIAN;OBRIAN;-1;148;0;166;66;27;False;4;10;0;0;0;0;0;0;1;2;2;1;2;1;1;70;70;75;71;68;66;67;55;65;69;88;78;68;61;65;83;82;51;51;56;40;40;40;40;40;1;1;5;1;3;1;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;144;0;1;2;1;7;1;1;1;1;2361;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;7250;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;0;False;70
120071;L. PAZ;ルイス パス;L. PAZ;L. PAZ;-1;148;0;175;70;34;False;8;4;0;0;0;2;2;1;0;1;0;0;0;0;0;62;70;69;69;73;72;59;65;65;66;71;72;74;61;71;64;77;68;70;73;40;40;40;40;40;1;1;5;1;3;1;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;110;0;3;5;4;3;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2074;0;False;69
120081;C. BEJARANO;カルロス ベハラノ;CARLOS BEJARANO;CARLOS BEJARANO;-1;59;148;184;85;37;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;60;62;58;62;66;50;67;54;49;66;61;85;87;72;65;58;58;56;54;75;72;78;79;72;1;1;5;2;3;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;True;False;False;90;0;3;2;3;1;1;1;1;1;2654;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2000;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2311;804;False;68
120085;K. VIVEROS;ケビン ビベロス;K. VIVEROS;K. VIVEROS;-1;148;0;180;77;22;False;1;12;0;0;0;0;0;0;0;0;0;0;2;1;2;71;73;73;72;61;55;67;64;55;61;75;73;75;65;72;66;72;50;52;76;40;40;40;40;40;1;1;5;2;3;2;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;110;0;1;2;5;8;1;1;1;1;1257;0;31.12.2025. 0:00:00;1.1.0001. 0:00:00;7500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2262;0;False;66
120102;L. SINISTERRA;ルイス シニステラ;L. SINISTERRA;L. SINISTERRA;-1;148;0;177;70;23;False;4;9;0;0;1;0;0;0;2;1;0;2;2;1;1;70;75;83;71;76;74;74;64;68;70;84;86;83;71;68;81;82;56;57;66;40;40;40;40;40;2;2;5;2;4;1;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;110;0;2;4;1;3;1;1;1;3;2284;0;30.6.2027. 0:00:00;1.1.0001. 0:00:00;220000;7;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2211;0;False;78
120103;M. GARCÍA;メンデル ガルシア;M. GARCIA;M. GARCIA;-1;148;0;180;66;24;False;1;12;0;0;0;0;0;0;1;1;0;1;1;1;2;73;68;70;65;65;60;71;67;57;62;88;90;78;73;78;70;79;48;48;69;40;40;40;40;40;1;1;5;1;4;1;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;97;0;1;7;2;1;1;1;1;1;2284;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;5250;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1256;0;False;69
120104;D. GÓMEZ;ダビド ゴメス;D. GOMEZ;D. GOMEZ;-1;148;0;172;72;34;True;12;3;0;0;2;2;0;0;1;1;0;0;0;0;0;60;68;60;69;67;77;54;65;59;73;73;77;66;70;67;68;73;70;64;68;40;40;40;40;40;2;2;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;True;5;0;1;1;1;3;1;1;1;1;5370;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1165;0;False;69
120111;A. GARCÍA;アレハンドロ ガルシア;A. GARCIA;A. GARCIA;-1;148;0;180;68;21;True;7;7;0;0;0;0;1;2;2;2;1;0;1;1;0;67;71;71;71;70;67;64;67;71;66;74;76;79;67;64;73;73;61;67;72;40;40;40;40;40;2;2;5;1;3;1;False;False;False;False;False;False;True;True;True;False;False;True;False;True;False;True;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;13;0;1;6;1;7;3;6;1;1;2284;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;4000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2182;0;False;69
120116;D. MARTÍNEZ;ディエゴ マルティネス;DIEGO MARTÍNEZ;DIEGO MARTÍNEZ;-1;148;0;180;74;33;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;52;72;71;74;79;77;50;71;66;60;68;69;89;87;77;66;61;70;60;52;78;78;77;80;72;1;1;7;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;0;0;1;7;1;7;1;1;1;1;2651;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;3062;804;False;71
120118;C. BARRIOS;クリスティアン バリオス;C. BARRIOS;C. BARRIOS;-1;148;0;163;72;24;False;4;6;0;0;0;0;1;2;2;2;1;1;2;0;1;65;67;68;72;66;63;65;54;64;67;85;86;71;71;65;79;74;56;60;67;40;40;40;40;40;1;2;7;1;3;3;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;0;0;1;5;2;5;1;1;1;2;2655;0;31.12.2027. 0:00:00;1.1.0001. 0:00:00;10000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1356;0;False;69
120119;J. ARIAS;ジョン アリアス;J. ARIAS;J. ARIAS;-1;148;0;168;70;25;False;7;6;0;0;0;0;1;2;2;1;2;2;1;1;1;71;78;79;81;77;77;72;56;74;78;76;81;76;65;66;78;78;59;60;66;40;40;40;40;40;1;2;5;1;3;2;False;True;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;24;0;1;7;1;3;1;1;3;2;1785;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;7250;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2125;0;False;76
120121;M. MEDINA;マイコル メディーナ;M. MEDINA;M. MEDINA;-1;148;0;180;68;25;True;20;4;0;0;0;0;2;2;0;1;1;0;1;0;0;68;68;67;68;70;69;65;60;70;69;72;71;69;65;69;63;72;52;55;67;40;40;40;40;40;1;2;5;1;3;2;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;101;0;1;6;1;1;2;13;1;1;2655;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;4000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1184;0;False;66
120122;J. MURILLO;ヘスス ムリージョ;J. MURILLO;J. MURILLO;-1;148;0;183;80;28;False;10;1;0;2;0;1;0;0;0;0;0;0;0;0;0;54;65;56;67;61;71;53;81;55;61;82;83;66;86;74;68;88;71;70;81;40;40;40;40;40;1;1;5;2;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;12;0;5;8;5;4;1;1;1;3;2210;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;12000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2042;0;False;74
120123;E. RITO;エドガルド リト;RITO;RITO;-1;153;0;166;60;26;False;11;3;0;0;0;2;0;1;0;2;0;0;0;0;0;57;65;70;63;62;57;54;54;53;53;83;79;70;74;70;80;79;54;62;66;40;40;40;40;40;1;1;3;1;3;2;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;0;0;1;2;1;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1174;0;False;66
120130;Á. VILLETE;アルバロ ビジェテ;VILLETE;VILLETE;-1;152;0;188;79;31;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;52;52;54;58;61;50;69;50;50;60;56;83;78;82;59;62;53;58;48;73;73;70;70;75;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;0;0;1;6;3;1;1;1;1;1;0;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;3000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2317;804;False;67
120137;D. VÁSQUEZ;デビス バスケス;D. VASQUEZ;D. VASQUEZ;-1;148;0;195;87;24;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;50;51;51;54;54;50;57;51;57;63;61;77;69;83;65;62;50;51;53;70;69;71;77;75;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;2655;0;30.6.2026. 0:00:00;1.1.0001. 0:00:00;3500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2173;804;False;65
120138;L. ANGULO;ラリー アングロ;L. ANGULO;L. ANGULO;-1;148;0;185;78;27;False;7;5;0;0;0;0;2;2;1;1;1;1;0;0;0;65;69;67;70;75;74;61;77;53;64;73;71;77;74;79;66;77;68;69;70;40;40;40;40;40;1;1;5;1;3;2;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;101;0;3;8;3;8;1;1;1;3;2655;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;2500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2317;0;False;69
120141;C. ARRIETA;クリスティアン アリエタ;C. ARRIETA;C. ARRIETA;-1;148;0;171;72;26;False;11;3;0;0;1;2;0;0;0;1;0;0;0;0;0;63;66;64;65;68;69;57;65;65;64;76;79;72;69;72;66;77;64;66;70;40;40;40;40;40;2;2;7;1;3;1;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;156;0;1;5;2;10;1;1;1;1;2652;0;31.12.2027. 0:00:00;1.1.0001. 0:00:00;4000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;1290;0;False;69
120145;J. MARTÍNEZ;ジェフェルソン マルティネス;MARTINEZ;MARTINEZ;-1;148;0;185;72;29;False;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;70;68;69;69;66;50;71;65;50;62;60;85;79;72;65;58;68;59;51;76;74;76;78;74;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;17;0;3;1;3;1;1;1;1;1;2652;0;31.12.2024. 0:00:00;1.1.0001. 0:00:00;2500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2174;606;False;69
120147;D. LONDOÑO;ダニエル ロンドーニョ;D. LONDONO;D. LONDONO;-1;148;0;182;82;27;True;11;2;0;2;2;1;0;0;1;0;0;0;0;0;0;65;64;72;65;64;71;63;65;69;70;80;75;69;71;71;69;79;62;66;77;40;40;40;40;40;1;1;5;1;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;0;0;1;1;1;1;1;1;1;1;2652;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;5500;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2317;0;False;72
120151;D. MORENO;ディエゴ モレノ;D. MORENO;D. MORENO;-1;148;0;186;72;26;False;6;4;0;0;0;0;2;2;0;0;1;0;0;0;0;73;74;66;74;69;75;68;70;65;70;70;73;71;68;77;73;76;64;64;75;40;40;40;40;40;2;2;7;1;3;1;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;34;0;3;8;3;3;1;1;1;3;2652;0;30.6.2024. 0:00:00;1.1.0001. 0:00:00;8000;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;False;-1;0;0;0;2182;0;False;74
